,Query,Text,Tweet Sentiment,Created At,ID,Hashtags,User Name,Retweet Count,Favorite Count,User Description,User Sentiment,Follower Count,Verified?,Replies,Reply Sentiment
1,protestors,"In reality, officers from the Strategic Response Group wearing body armor kettled and arrested peaceful protestors.… https://t.co/PJaGBAdJNJ",0.0258,2020-06-17 23:11:14,1273392790114885632,[],William Turton,0,0,Covering hackers and cybersecurity at Bloomberg @technology. wturton1@bloomberg.net,0.0258,11564,True,['And this 2016 NYPD video gets into some of the gear available to the SRG: ballistic armor and an M4 rife. https://t.co/Hh4CHXzEyw'],0.0
2,protestors,@Ramfam6 @dontpanicguide4 @Jengreeneyes1 @episcogal @BrandonStraka @AmericanAir Isn’t gassing peaceful protestors a… https://t.co/uIjbbcda1Q,0.4939,2020-06-17 23:09:04,1273392247103295488,[],Pavel Паша Ivonovich,0,0,I do movie things. linguistics is cool. 🇺🇸🌈🧔🏽#BlackLivesMatter,0.4939,9,False,['@euphamism1917 @dontpanicguide4 @Jengreeneyes1 @episcogal @BrandonStraka @AmericanAir The rioters got the gassing.  Was not peaceful at all'],-0.3875
3,protestors,@cannonballmike @MelissaBlasius @abc15 @dougducey @AZDHS Protestors have encouraged others to self-isolate if they’… https://t.co/suCt8vYnex,0.3612,2020-06-17 23:08:07,1273392006249635841,[],Bridget 🦖🦕,0,0,asu ‘23 // alpha eta rho ΑΣ // she/her,0.3612,93,False,['@BridgetBauhard @MelissaBlasius @abc15 @dougducey @AZDHS Not many of the protestors cared about social distancing either.'],0.4215
4,protestors,NOBEL PEACE PRIZE COMMITTEE AND PROTESTORS SUPPORTING GEORGE FLOYD: GEORGE FLOYD FOR NOBEL PEACE PRIZE MOVEMENT NOW… https://t.co/XRcTEjcF60,0.9689,2020-06-17 23:07:34,1273391868416532486,[],Rocky Twyman,0,0,,0.9689,145,False,['@RockyTwyman @Change https://t.co/sTOFfdRkJz'],0.0
5,protestors,The trans people at the protests are also some of the most hard core protestors out there. They ain't scared of bei… https://t.co/WY5rar25Ns,-0.0482,2020-06-17 23:07:30,1273391853333700608,[],Nora Foisy,0,0,"I'm too dumb for theory
General Strike 2020",-0.0482,33,False,"[""We have earned our respect and now there is a massive cultural shift happening. If this ain't the revolution, then… https://t.co/gWAnBhwJb9""]",0.4767
6,protestors,@Rationalist69 @maxo531 @JonHaidt @sullydish Here is Sullivan apologizing eight years too late for having eviscerat… https://t.co/c4mgxbmp5g,-0.0772,2020-06-17 23:06:39,1273391637830533128,[],Sam Wilkinson,0,0,"Mostly photos of my puppy Birch, but also other things that are not nearly as exciting. (And if you want to talk about sobriety, my DMs are open.)",-0.0772,777,False,"[""@Rationalist69 @maxo531 @JonHaidt @sullydish Here's Sullivan furious that anybody would think and write differently… https://t.co/32aFHq78qp""]",-0.5719
7,protestors,Astoria proud. Protestors took over my street and had a police escort. 1st amendment rights protected by the NYPD.… https://t.co/3UXEQnRSQR,0.7184,2020-06-17 23:06:09,1273391511485526016,[],Molly Ballard,0,0,,0.7184,50,False,['Not good with the video!  Sorry!  It’s 3 min long but i had trouble uploading!  Last bit is the three NYPD vans blo… https://t.co/RCubSl7kJV'],-0.7414
8,protestors,"yeah the grayzone sucks! how dare they insult the hong kong protestors by... *squints* 

bringing up their connecti… https://t.co/OZyBIW1ynj",-0.5983,2020-06-17 23:05:44,1273391404874678272,[],an actual goblin,1,10,21 | he/him | marxist-leninist,-0.5983,2179,False,"['@gobloid3 ""Rather than merely cut the weed, the grayzone pulls at the root, and this is bad because I\'m a weed"" - Vincent Wong']",-0.6808
9,protestors,@NostrumRemedium Hold the DNC convention on Little St. James island with Hillary hosting the event.  Joe would Zoom… https://t.co/GnR0hiRjA7,0.0,2020-06-17 23:05:07,1273391249521860608,[],Social Derivative,0,1,"Sweet Jesus. Don’t tell me we are all out of Kool Aid. It’s “Perfect.”  Clorox, shaken, not stirred.",0.0,2208,False,"['@metrixreloaded You had me at ""whorederves"" https://t.co/ossm3Eerlc']",0.0
10,protestors,I thought protestors were you immune from the #CCPVirus https://t.co/z9f1a04EzG,0.296,2020-06-17 23:04:36,1273391121029304327,"[{'text': 'CCPVirus', 'indices': [46, 55]}]",NahBabyNah,0,4,"My patriotic heart beats red, white, & blue! Married/Father of 4; followed by @GenFlynn @SharylAttkisson @SaraCarterDC",0.296,159043,False,['@NahBabyNah They are only immune from ridicule'],-0.2023
11,protestors,@dnielcrmck__ What I can't even begin to comprehend is that those who were in the square attacking innocent protest… https://t.co/AkiCEPFwJs,-0.1531,2020-06-17 23:04:32,1273391102897291265,[],Amy Watt,0,1,🏴󠁧󠁢󠁳󠁣󠁴󠁿,-0.1531,265,False,['@AmyWattx I’ve seen Tory party members living around here tweeting the SNP have stoked the division leading to this… https://t.co/M9icenLaHz'],0.4019
12,protestors,"That being said, some of the protests and riots have pushed cops back far enough that protestors can get a moment t… https://t.co/Xn4xNTnlYa",-0.6369,2020-06-17 23:03:40,1273390888442527745,[],S.M. Cerberus - No Justice No Peace,0,0,Street medic. Socialist. #MutualAid ASD. They/Them. People always come first. Definitely not a three headed hell hound trained in combat medicine.,-0.6369,40,False,['THE BIGGEST AND BEST THING YOU CAN DO IS CHECK IN WITH YOUR PEOPLE. This is preventative medicine. Circulate throug… https://t.co/xJOhbx47pV'],0.7125
13,protestors,"Reports of a man with two ARs at University and Pryor, officer just nervously radioed that ""there's a group of 50 a… https://t.co/I0i0uNBRZx",-0.1531,2020-06-17 23:03:01,1273390721408565248,[],"sally, who makes yachts",2,9,"pissed off nerd with some spare SDR dongles

#ATLScanner up at https://t.co/qiVfnTpdRY",-0.1531,779,False,"['@sally_yachts Are you live?', '@sally_yachts Gawdz']",0.0
14,protestors,@CottageOlde @RogerProtzBeer @Gail_AT @mlandtr78 @oldmudgie @artichokebistro Stay there for a few weeks and you’ll… https://t.co/tXhCY4V1gp,0.0,2020-06-17 23:02:59,1273390714160852993,[],CW1981,0,1,,0.0,6,False,['@CW19815 @RogerProtzBeer @Gail_AT @mlandtr78 @oldmudgie @artichokebistro The anti-cat league?🙀🙀🙀🙀'],-0.7506
15,protestors,Hey @boston25 did a reporter of yours just block me cus I pointed out there was a large crowd of counter protestors… https://t.co/rIxShD6Z37,-0.4404,2020-06-17 23:02:28,1273390583818661888,[],Al,3,7,"Boston, 27, yt fm. Black Lives Matter, Defund Police.",-0.4404,33,False,['@basket_caseyy @boston25 That’s completely weird'],-0.2484
16,protestors,👋🏼 checking in. I hope this post sends good energy your way. If you missed the latest Insta LIVE for my podcast… https://t.co/hle0O9Iwrq,0.836,2020-06-17 23:02:03,1273390481016143872,[],🇩🇴IG: BOBBi_DEAN,0,2,"🇩🇴#Dominican 📍LA based CREATIVE | Owner of @diosabybobbi #BOBBisWORLD Podcast @bobbiswrld 📬 bookbobbidean@gmail.com 📦3025 Artesia Blvd #80 Torrance, Ca",0.836,10385,False,['Don’t forget we are still donating a portion of Diosabybobbi sales for the month of June to different #BLM organiza… https://t.co/zwQHoIp7OX'],-0.2263
17,protestors,"Aye, Atlanta loves Grady man. I just had bystanders clear the entire intersection of parked cars &amp; protestors @ Uni… https://t.co/kiIQClsNTt",0.743,2020-06-17 23:01:32,1273390350736949254,[],$F,0,1,Boomshockalocka.,0.743,1018,False,['Protesting &amp; rioting don’t bother me a bit lol. Keep burning all that shit down. We gotta get the point across &amp; un… https://t.co/0GXnpOp3xs'],-0.7184
18,protestors,@cannonballmike @MelissaBlasius @abc15 @dougducey @AZDHS There are also plenty of people wearing masks. The numbers… https://t.co/EdtuODP9DP,0.0,2020-06-17 23:01:15,1273390278938816518,[],Bridget 🦖🦕,0,0,asu ‘23 // alpha eta rho ΑΣ // she/her,0.0,93,False,['@BridgetBauhard @MelissaBlasius @abc15 @dougducey @AZDHS Protests have been going on for a little over 2 weeks now… https://t.co/HVQr7r2yIV'],-0.2263
19,protestors,"So Mayor Henry is revealing a new safety plan tomorrow at 1:30. My bets are that he blames protestors, praises FWPD… https://t.co/DQppCqEgAi",0.5423,2020-06-17 23:01:09,1273390252552568833,[],Tabitha,1,5,"Follow to witness my political anxiety consume me by Nov 3rd, 2020.",0.5423,216,False,['@tabsdabs Should we be extra mean for emphasis? 🤣'],0.4939
20,protestors,"@oyasumiotsukare she goes from ""im waiting and waiting.."" to ""im too nervous to take it"" while protestors are just… https://t.co/KvD908lVg3",-0.2732,2020-06-17 23:00:31,1273390093408100354,[],sisboomba,0,1,which timeline are we in?,-0.2732,10,False,"[""@oyasumiotsukare ma'am, you don't get to complain about how you're being treated as a police officer until you've b… https://t.co/LSpJOHcdiH""]",0.2755
0,police brutality,"After reading on internet about changing the name of the master branch in GitHub, I'm getting confused. I understan… https://t.co/VD5MbNyGra",-0.3182,2020-06-17 23:16:32,1273394124666871810,[],Pierce,0,0,"🖥 Java Developer
🎓 FHU Class of '23",-0.3182,61,False,"[""I'm not against changing it, but I would like to know why it bothers a good number of people. I can say with full c… https://t.co/akoYH5SPRn""]",0.7469
1,police brutality,If we apply the idea of a superseding event to defendants in police brutality cases can we also not apply it to the… https://t.co/57guVHr05k,-0.6124,2020-06-17 23:16:20,1273394073957785600,[],Richard Clare,0,0,,-0.6124,474,False,['At the very least be consistent with your criticism and high standard. One mans failings disqualify him from having… https://t.co/oMnstEp9uK'],-0.7269
2,police brutality,A white woman came to our black lives matter moment of silence tonight and yelled white lives matter as we spoke.… https://t.co/6y2871dMfn,0.0516,2020-06-17 23:15:15,1273393800698834950,[],Ju✨,0,0,#HowardGirl ❤️💙,0.0516,138,False,"['When everyone released their balloons, hers was the only one that got stuck in a tree.']",-0.25
3,police brutality,"Trump says quarterback Colin Kaepernick deserves another chance in the NFL, even after the president repeatedly cri… https://t.co/O18NW8G9L1",0.25,2020-06-17 23:14:30,1273393612559179777,[],Jennifer Jacobs,7,8,"Sr. White House reporter for Bloomberg News / @business. Reporting what I know, not what I think. jjacobs68@bloomberg.net 💕Iowa",0.25,191592,True,"['@JenniferJJacobs @Jordanfabian Not exactly how he phrased it, of course...', '@JenniferJJacobs @Jordanfabian He stinks, why should he take a deserving roster spot', '@JenniferJJacobs @Jordanfabian https://t.co/qFyRFCXL0Z', '@JenniferJJacobs @Jordanfabian He will say or do anything to retain power, although it is all just more lies. #DumpTrump', '@JenniferJJacobs @Jordanfabian Didn’t he call him an S.O.B.?', '@JenniferJJacobs @Jordanfabian These aren’t mutually exclusive positions. One can believe all should stand for the… https://t.co/6FmEGd77Dy', '@JenniferJJacobs @Jordanfabian He’s fishing for anything. He has no convictions whatsoever besides whatever gets him re-elected', ""@JenniferJJacobs @Jordanfabian Trump doesn't like it when people kneel for the Anthem. Why does that confuse you?""]",-0.16925
4,police brutality,Some may be reluctant to acknowledge that police brutality coincides with our military practices. Drone strikes in… https://t.co/NbP6Hnr9r3,-0.8176,2020-06-17 23:13:46,1273393426642460674,[],Amari,0,0,A Carrot Screams Also,-0.8176,129,False,"['Bullshit, as far as I’m consider pre-emptive strikes and police raids are in the same category as tools used to con… https://t.co/dS9PXDNErt']",-0.743
5,police brutality,@ZolomMidgar @ekulycats @Azuru_Moon @HORSEMAN1DAWG @GAFollowers I’m all about BLM and stopping police brutality. I… https://t.co/cdiEV3aCsM,-0.6808,2020-06-17 23:12:38,1273393144369868800,[],Ghost of Teddy Roosevelt,0,0,"Dead president. Bull Moose Party. Rough Rider. I killed lions, built America’s greatest idea, and my mustache had sex with you mom.",-0.6808,3,False,['@prezteddysghost @ekulycats @Azuru_Moon @HORSEMAN1DAWG @GAFollowers Who did what now?'],0.0
6,police brutality,These last few months have been a lot to process because it’s been complicated if there will ever be a solution to… https://t.co/PYJxHW3Ixy,0.3182,2020-06-17 23:12:33,1273393121112588288,[],Los Holis,0,1,history.anime.bikes.dc.miz.,0.3182,420,False,"['..I feel pain here and abroad. The cruel treatment of Muslims in China, civil unrest in Venezuela and families sepa… https://t.co/bM9QXebj7v']",-0.7964
7,police brutality,@geeequinn pls don't make Castle explain police brutality to me,-0.5719,2020-06-17 23:11:58,1273392973867188224,[],raygun jones,0,1,Baby writer. Never met a french fry I didn't like. Former CA #Bernie2020 Intern.,-0.5719,248,False,['@shlynthomas Oh he’s gonna'],0.0
8,police brutality,@Lorn3 @MTVASHLEYBROOKE @somebodyson__ @Airbnb @AirbnbHelp Ashley has been non stop using her platform and voice to… https://t.co/ipntzYFDdD,-0.296,2020-06-17 23:11:07,1273392761966755841,[],Briana Lacuesta,0,4,"San Diego, CA | Insta: brilacuesta | snap: pandabreebz",-0.296,35613,False,['@blacuesta @Lorn3 @somebodyson__ @Airbnb @AirbnbHelp Thanks bri!!! I meant like ban him from the app ❤️ Wrong word… https://t.co/9AZCcD2QUa'],-0.4898
9,police brutality,Lets be clear... please dont think you can tell me ANYTHING when it comes to police brutality! We are witnessing a… https://t.co/VgItciTaTN,-0.1007,2020-06-17 23:10:57,1273392720904667141,[],morris,0,0,,-0.1007,117,False,['And HE doesn’t get embarrassed.. EVER'],-0.3612
10,police brutality,@Rob_Lucci @yasminarippel @thehill @RepSwalwell @mattgaetz So we agree that police brutality is a serious problem in this country? Good.,-0.323,2020-06-17 23:10:56,1273392715888287744,[],Dawn K.,0,0,Former paralegal (17 years with a maritime firm litigating in CT and NYC); photographer📷; singer🎼; doula👶🏻  She/her/hers,-0.323,2410,False,"['@JulyJane @yasminarippel @thehill @RepSwalwell @mattgaetz You were talking about black people getting ""hunted down""… https://t.co/zVV9jFL9o9']",0.0
11,police brutality,"The other pandemic of police brutality and the resulting protests have highlighted how government institutions, law… https://t.co/BSIoQC4zBi",-0.7096,2020-06-17 23:10:28,1273392598053347329,[],"Jenson Wong, MD",0,0,@ZSFG_anesthesia Critical Care Anesthesiologist and Informaticist. Tweets are my own. @PSLSwim parent and board member.,-0.7096,130,False,"['I hope the map, a random tweet, or this thread tug at you to take action or trigger a moment of introspection and s… https://t.co/cY9ifaplnT']",0.4404
12,police brutality,@FreeThinkerAng This is what I mean by THIS is the bigger fight man. This is happening EVERYDAY! Police brutality S… https://t.co/Wq50wye7bi,-0.784,2020-06-17 23:10:15,1273392541434552321,[],"King Randall, I.",0,1,"Community Shifter👨🏿‍💼, City Leader🤴🏿, and Foward Thinker➡️
Booking: king@newemergingking.com",-0.784,250,False,['@NewEmergingKing Absolutely! This idea that black men are afraid for their lives bc of the police is not reality at… https://t.co/Js3n72Qzjk'],0.0
13,police brutality,@HaydenB2006 “99%” you are making yourself sound not credible. you see it everywhere? i saw a thread over 400 video… https://t.co/VXDtjYYAGU,0.0,2020-06-17 23:09:12,1273392277310681088,[],blockie,0,0,,0.0,123,False,"['@Ethken__ Like yesterday saw this video of an article saying (black man known for giving free meals to cops killed… https://t.co/mvnOUjv0nZ', '@Ethken__ Send me that video WITH CONTEXT and maybe I will change my mind but for the past weeks I’ve been looking… https://t.co/ddPQZy4xLt']",0.401
14,police brutality,@paulrey99 @Thenew84 looking out for those who are still oppressed. How do you truly feel about people who don’t lo… https://t.co/Sh2XGKceWy,-0.0516,2020-06-17 23:08:56,1273392210713751553,[],a🥀,0,0,,-0.0516,1,False,['@paulrey99 @Thenew84 Why are you against people that want equal opportunities for people of all backgrounds? That’s… https://t.co/cBgjDqb4yi'],0.4404
0,protestors,"@IndyOuttahere @SpeakerPelosi @HouseDemWomen Rioting, looting, arson, vandalism, &amp; assault are all NOT legal.  Have… https://t.co/hI0A1pdrFO",-0.6334,2020-06-17 23:35:08,1273398804801368067,[],Let’s Work Together,0,0,,-0.6334,59,False,"['@LetsWorkTogeth3 @SpeakerPelosi @HouseDemWomen STOP DEFLECTING, That does not work on me. https://t.co/I4b1erfQpH']",-0.4466
